ID,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,own_telephone,foreign_worker,class
772,"A11",36.000000,"A34","A46",7883.750000,"A61","A73",3,"A92","A101",2,"A124",25.000000,"A143","A152",2,"A174","A192","A201",2
773,"A14",21.000000,"A34","A41",3275.000000,"A61","A75",1,"A93","A101",4,"A123",36.000000,"A143","A152",1,"A174","A192","A201",1
774,"A14",24.000000,"A34","A43",2223.000000,"A62","A75",4,"A93","A101",4,"A122",52.000000,"A141","A152",2,"A173","A191","A201",1
775,"A13",12.000000,"A34","A40",1480.000000,"A63","A71",2,"A93","A101",4,"A124",64.500000,"A141","A153",3,"A171","A191","A201",1
776,"A11",24.000000,"A32","A40",1371.000000,"A65","A73",4,"A92","A101",4,"A121",25.000000,"A143","A151",1,"A173","A191","A201",2
777,"A14",36.000000,"A34","A40",3535.000000,"A61","A74",4,"A93","A101",4,"A123",37.000000,"A143","A152",2,"A173","A192","A201",1
778,"A11",18.000000,"A32","A43",3509.000000,"A61","A74",4,"A92","A103",1,"A121",25.000000,"A143","A152",1,"A173","A191","A201",1
779,"A14",36.000000,"A34","A41",5711.000000,"A64","A75",4,"A93","A101",2,"A123",38.000000,"A143","A152",2,"A174","A192","A201",1
780,"A12",18.000000,"A32","A45",3872.000000,"A61","A71",2,"A92","A101",4,"A123",64.500000,"A143","A152",1,"A173","A192","A201",1
781,"A12",39.000000,"A34","A43",4933.000000,"A61","A74",2,"A93","A103",2,"A121",25.000000,"A143","A152",2,"A173","A191","A201",2
782,"A14",24.000000,"A34","A40",1940.000000,"A64","A75",4,"A93","A101",4,"A121",60.000000,"A143","A152",1,"A173","A192","A201",1
783,"A12",12.000000,"A30","A48",1410.000000,"A61","A73",2,"A93","A101",2,"A121",31.000000,"A143","A152",1,"A172","A192","A201",1
784,"A12",12.000000,"A32","A40",836.000000,"A62","A72",4,"A92","A101",2,"A122",23.000000,"A141","A152",1,"A172","A191","A201",2
785,"A12",20.000000,"A32","A41",6468.000000,"A65","A71",1,"A91","A101",4,"A121",60.000000,"A143","A152",1,"A174","A192","A201",1
786,"A12",18.000000,"A32","A49",1941.000000,"A64","A73",4,"A93","A101",2,"A122",35.000000,"A143","A152",1,"A172","A192","A201",1
787,"A14",22.000000,"A32","A43",2675.000000,"A63","A75",3,"A93","A101",4,"A123",40.000000,"A143","A152",1,"A173","A191","A201",1
788,"A14",42.000000,"A34","A41",2751.000000,"A65","A75",4,"A93","A101",3,"A123",38.000000,"A143","A152",2,"A173","A192","A201",1
789,"A12",42.000000,"A33","A46",6224.000000,"A61","A75",4,"A93","A101",4,"A124",50.000000,"A143","A153",1,"A173","A191","A201",2
790,"A11",40.000000,"A34","A46",5998.000000,"A61","A73",4,"A93","A101",3,"A124",27.000000,"A141","A152",1,"A173","A192","A201",2
791,"A12",21.000000,"A32","A49",1188.000000,"A61","A75",2,"A92","A101",4,"A122",39.000000,"A143","A152",1,"A173","A191","A201",2
792,"A14",24.000000,"A32","A41",6313.000000,"A65","A75",3,"A93","A101",4,"A123",41.000000,"A143","A152",1,"A174","A192","A201",1
793,"A14",6.000000,"A34","A42",1221.000000,"A65","A73",1,"A94","A101",2,"A122",27.000000,"A143","A152",2,"A173","A191","A201",1
794,"A13",24.000000,"A32","A42",2892.000000,"A61","A75",3,"A91","A101",4,"A124",51.000000,"A143","A153",1,"A173","A191","A201",1
795,"A14",24.000000,"A32","A42",3062.000000,"A63","A75",4,"A93","A101",3,"A124",32.000000,"A143","A151",1,"A173","A192","A201",1
796,"A14",9.000000,"A32","A42",2301.000000,"A62","A72",2,"A92","A101",4,"A122",22.000000,"A143","A151",1,"A173","A191","A201",1
797,"A11",18.000000,"A32","A41",7511.000000,"A65","A75",1,"A93","A101",4,"A122",51.000000,"A143","A153",1,"A173","A192","A201",2
798,"A14",12.000000,"A34","A42",1258.000000,"A61","A72",2,"A92","A101",4,"A122",22.000000,"A143","A151",2,"A172","A191","A201",1
799,"A14",24.000000,"A33","A40",717.000000,"A65","A75",4,"A94","A101",4,"A123",54.000000,"A143","A152",2,"A173","A192","A201",1
800,"A12",9.000000,"A32","A40",1549.000000,"A65","A72",4,"A93","A101",2,"A121",35.000000,"A143","A152",1,"A171","A191","A201",1
801,"A14",24.000000,"A34","A46",1597.000000,"A61","A75",4,"A93","A101",4,"A124",54.000000,"A143","A153",2,"A173","A191","A201",1
802,"A12",18.000000,"A34","A43",1795.000000,"A61","A75",3,"A92","A103",4,"A121",48.000000,"A141","A151",2,"A172","A192","A201",1
803,"A11",20.000000,"A34","A42",4272.000000,"A61","A75",1,"A92","A101",4,"A122",24.000000,"A143","A152",2,"A173","A191","A201",1
804,"A14",12.000000,"A34","A43",976.000000,"A65","A75",4,"A93","A101",4,"A123",35.000000,"A143","A152",2,"A173","A191","A201",1
805,"A12",12.000000,"A32","A40",7472.000000,"A65","A71",1,"A92","A101",2,"A121",24.000000,"A143","A151",1,"A171","A191","A201",1
806,"A11",36.000000,"A32","A40",7883.750000,"A61","A74",2,"A93","A101",1,"A123",24.000000,"A143","A152",1,"A173","A192","A201",2
807,"A12",6.000000,"A32","A43",590.000000,"A61","A72",3,"A94","A101",3,"A121",26.000000,"A143","A152",1,"A172","A191","A202",1
808,"A14",12.000000,"A34","A43",930.000000,"A65","A75",4,"A93","A101",4,"A121",64.500000,"A143","A152",4,"A173","A191","A201",1
809,"A12",42.000000,"A31","A41",7883.750000,"A61","A71",1,"A93","A101",2,"A124",55.000000,"A141","A153",1,"A174","A192","A201",1
810,"A12",15.000000,"A30","A40",1778.000000,"A61","A72",2,"A92","A101",1,"A121",26.000000,"A143","A151",2,"A171","A191","A201",2
811,"A12",8.000000,"A32","A49",907.000000,"A61","A72",3,"A94","A101",2,"A121",26.000000,"A143","A152",1,"A173","A192","A201",1
812,"A12",6.000000,"A32","A43",484.000000,"A61","A74",3,"A94","A103",3,"A121",28.000000,"A141","A152",1,"A172","A191","A201",1
813,"A11",36.000000,"A34","A41",7883.750000,"A61","A74",4,"A93","A101",4,"A123",24.000000,"A143","A152",2,"A173","A192","A201",2
814,"A11",42.000000,"A32","A44",3051.000000,"A61","A73",3,"A93","A101",4,"A123",54.000000,"A143","A152",1,"A173","A191","A201",2
815,"A11",42.000000,"A32","A40",3931.000000,"A61","A74",4,"A93","A101",4,"A124",46.000000,"A143","A153",1,"A173","A191","A201",2
816,"A12",36.000000,"A33","A40",7432.000000,"A61","A73",2,"A92","A101",2,"A122",54.000000,"A143","A151",1,"A173","A191","A201",1
817,"A14",6.000000,"A32","A44",1338.000000,"A63","A73",1,"A91","A101",4,"A121",62.000000,"A143","A152",1,"A173","A191","A201",1
818,"A14",6.000000,"A34","A43",1554.000000,"A61","A74",1,"A92","A101",2,"A123",24.000000,"A143","A151",2,"A173","A192","A201",1
819,"A11",36.000000,"A32","A410",7883.750000,"A61","A71",2,"A91","A102",3,"A123",43.000000,"A143","A152",1,"A174","A191","A201",1
820,"A11",18.000000,"A32","A43",1345.000000,"A61","A73",4,"A94","A101",3,"A121",26.000000,"A141","A152",1,"A173","A191","A201",2
821,"A14",12.000000,"A32","A40",1101.000000,"A61","A73",3,"A94","A101",2,"A121",27.000000,"A143","A152",2,"A173","A192","A201",1
822,"A13",12.000000,"A32","A43",3016.000000,"A61","A73",3,"A94","A101",1,"A123",24.000000,"A143","A152",1,"A173","A191","A201",1
823,"A11",36.000000,"A32","A42",2712.000000,"A61","A75",2,"A93","A101",2,"A122",41.000000,"A141","A152",1,"A173","A191","A201",2
824,"A11",8.000000,"A34","A40",731.000000,"A61","A75",4,"A93","A101",4,"A121",47.000000,"A143","A152",2,"A172","A191","A201",1
825,"A14",18.000000,"A34","A42",3780.000000,"A61","A72",3,"A91","A101",2,"A123",35.000000,"A143","A152",2,"A174","A192","A201",1
826,"A11",21.000000,"A34","A40",1602.000000,"A61","A75",4,"A94","A101",3,"A123",30.000000,"A143","A152",2,"A173","A192","A201",1
827,"A11",18.000000,"A34","A40",3966.000000,"A61","A75",1,"A92","A101",4,"A121",33.000000,"A141","A151",3,"A173","A192","A201",2
828,"A14",18.000000,"A30","A49",4165.000000,"A61","A73",2,"A93","A101",2,"A123",36.000000,"A142","A152",2,"A173","A191","A201",2
829,"A11",36.000000,"A32","A41",7883.750000,"A65","A75",3,"A93","A101",4,"A124",47.000000,"A143","A153",1,"A173","A191","A201",2
830,"A12",42.000000,"A33","A49",6681.000000,"A65","A73",4,"A93","A101",4,"A124",38.000000,"A143","A153",1,"A173","A192","A201",1
831,"A14",24.000000,"A33","A49",2375.000000,"A63","A73",4,"A93","A101",2,"A123",44.000000,"A143","A152",2,"A173","A192","A201",1
832,"A11",18.000000,"A32","A40",1216.000000,"A61","A72",4,"A92","A101",3,"A123",23.000000,"A143","A151",1,"A173","A192","A201",2
833,"A11",42.000000,"A30","A49",7883.750000,"A61","A75",2,"A93","A101",4,"A123",29.000000,"A143","A151",2,"A173","A191","A201",2
834,"A12",24.000000,"A32","A43",5084.000000,"A65","A75",2,"A92","A101",4,"A123",42.000000,"A143","A152",1,"A173","A192","A201",1
835,"A13",15.000000,"A32","A43",2327.000000,"A61","A72",2,"A92","A101",3,"A121",25.000000,"A143","A152",1,"A172","A191","A201",2
836,"A11",12.000000,"A30","A40",1082.000000,"A61","A73",4,"A93","A101",4,"A123",48.000000,"A141","A152",2,"A173","A191","A201",2
837,"A14",12.000000,"A32","A43",886.000000,"A65","A73",4,"A92","A101",2,"A123",21.000000,"A143","A152",1,"A173","A191","A201",1
838,"A14",4.000000,"A32","A42",601.000000,"A61","A72",1,"A92","A101",3,"A121",23.000000,"A143","A151",1,"A172","A191","A201",1
839,"A11",24.000000,"A34","A41",2957.000000,"A61","A75",4,"A93","A101",4,"A122",63.000000,"A143","A152",2,"A173","A192","A201",1
840,"A14",24.000000,"A34","A43",2611.000000,"A61","A75",4,"A94","A102",3,"A121",46.000000,"A143","A152",2,"A173","A191","A201",1
841,"A11",36.000000,"A32","A42",5179.000000,"A61","A74",4,"A93","A101",2,"A122",29.000000,"A143","A152",1,"A173","A191","A201",2
842,"A14",21.000000,"A33","A41",2993.000000,"A61","A73",3,"A93","A101",2,"A121",28.000000,"A142","A152",2,"A172","A191","A201",1
843,"A14",18.000000,"A32","A45",1943.000000,"A61","A72",4,"A92","A101",4,"A121",23.000000,"A143","A152",1,"A173","A191","A201",2
844,"A14",24.000000,"A31","A49",1559.000000,"A61","A74",4,"A93","A101",4,"A123",50.000000,"A141","A152",1,"A173","A192","A201",1
845,"A14",18.000000,"A32","A42",3422.000000,"A61","A75",4,"A93","A101",4,"A122",47.000000,"A141","A152",3,"A173","A192","A201",1
846,"A12",21.000000,"A32","A42",3976.000000,"A65","A74",2,"A93","A101",3,"A123",35.000000,"A143","A152",1,"A173","A192","A201",1
847,"A14",18.000000,"A32","A40",6761.000000,"A65","A73",2,"A93","A101",4,"A123",64.500000,"A143","A151",2,"A173","A191","A201",2
848,"A14",24.000000,"A32","A40",1249.000000,"A61","A72",4,"A94","A101",2,"A121",28.000000,"A143","A152",1,"A173","A191","A201",1
849,"A11",9.000000,"A32","A43",1364.000000,"A61","A74",3,"A93","A101",4,"A121",59.000000,"A143","A152",1,"A173","A191","A201",1
850,"A11",12.000000,"A32","A43",709.000000,"A61","A75",4,"A93","A101",4,"A121",57.000000,"A142","A152",1,"A172","A191","A201",2
851,"A11",20.000000,"A34","A40",2235.000000,"A61","A73",4,"A94","A103",2,"A122",33.000000,"A141","A151",2,"A173","A191","A202",2
852,"A14",24.000000,"A34","A41",4042.000000,"A65","A74",3,"A93","A101",4,"A122",43.000000,"A143","A152",2,"A173","A192","A201",1
853,"A14",15.000000,"A34","A43",1471.000000,"A61","A73",4,"A93","A101",4,"A124",35.000000,"A143","A153",2,"A173","A192","A201",1
854,"A11",18.000000,"A31","A40",1442.000000,"A61","A74",4,"A93","A101",4,"A124",32.000000,"A143","A153",2,"A172","A191","A201",2
855,"A14",36.000000,"A33","A40",7883.750000,"A61","A75",2,"A93","A101",2,"A123",45.000000,"A143","A152",2,"A173","A192","A201",1
856,"A14",24.000000,"A32","A40",1474.000000,"A62","A72",4,"A94","A101",3,"A121",33.000000,"A143","A152",1,"A173","A192","A201",1
857,"A14",10.000000,"A32","A48",894.000000,"A65","A74",4,"A92","A101",3,"A122",40.000000,"A143","A152",1,"A173","A192","A201",1
858,"A14",15.000000,"A34","A42",3343.000000,"A61","A73",4,"A93","A101",2,"A124",28.000000,"A143","A153",1,"A173","A192","A201",1
859,"A11",15.000000,"A32","A40",3959.000000,"A61","A73",3,"A92","A101",2,"A122",29.000000,"A143","A152",1,"A173","A192","A201",2
860,"A14",9.000000,"A32","A40",3577.000000,"A62","A73",1,"A93","A103",2,"A121",26.000000,"A143","A151",1,"A173","A191","A202",1
861,"A14",24.000000,"A34","A41",5804.000000,"A64","A73",4,"A93","A101",2,"A121",27.000000,"A143","A152",2,"A173","A191","A201",1
862,"A14",18.000000,"A33","A49",2169.000000,"A61","A73",4,"A94","A101",2,"A123",28.000000,"A143","A152",1,"A173","A192","A201",2
863,"A11",24.000000,"A32","A43",2439.000000,"A61","A72",4,"A92","A101",4,"A121",35.000000,"A143","A152",1,"A173","A192","A201",2
864,"A14",27.000000,"A34","A42",4526.000000,"A64","A72",4,"A93","A101",2,"A121",32.000000,"A142","A152",2,"A172","A192","A201",1
865,"A14",10.000000,"A32","A42",2210.000000,"A61","A73",2,"A93","A101",2,"A121",25.000000,"A141","A151",1,"A172","A191","A201",2
866,"A14",15.000000,"A32","A42",2221.000000,"A63","A73",2,"A92","A101",4,"A123",20.000000,"A143","A151",1,"A173","A191","A201",1
867,"A11",18.000000,"A32","A43",2389.000000,"A61","A72",4,"A92","A101",1,"A123",27.000000,"A142","A152",1,"A173","A191","A201",1
868,"A14",12.000000,"A34","A42",3331.000000,"A61","A75",2,"A93","A101",4,"A122",42.000000,"A142","A152",1,"A173","A191","A201",1
869,"A14",36.000000,"A32","A49",7409.000000,"A65","A75",3,"A93","A101",2,"A122",37.000000,"A143","A152",2,"A173","A191","A201",1
870,"A11",12.000000,"A32","A42",652.000000,"A61","A75",4,"A92","A101",4,"A122",24.000000,"A143","A151",1,"A173","A191","A201",1
871,"A14",36.000000,"A33","A42",7678.000000,"A63","A74",2,"A92","A101",4,"A123",40.000000,"A143","A152",2,"A173","A192","A201",1
872,"A13",6.000000,"A34","A40",1343.000000,"A61","A75",1,"A93","A101",4,"A121",46.000000,"A143","A152",2,"A173","A191","A202",1
873,"A11",24.000000,"A34","A49",1382.000000,"A62","A74",4,"A93","A101",1,"A121",26.000000,"A143","A152",2,"A173","A192","A201",1
874,"A14",15.000000,"A32","A44",874.000000,"A65","A72",4,"A92","A101",1,"A121",24.000000,"A143","A152",1,"A173","A191","A201",1
875,"A11",12.000000,"A32","A42",3590.000000,"A61","A73",2,"A93","A102",2,"A122",29.000000,"A143","A152",1,"A172","A191","A201",1
876,"A12",11.000000,"A34","A40",1322.000000,"A64","A73",4,"A92","A101",4,"A123",40.000000,"A143","A152",2,"A173","A191","A201",1
877,"A11",18.000000,"A31","A43",1940.000000,"A61","A72",3,"A93","A102",4,"A124",36.000000,"A141","A153",1,"A174","A192","A201",1
878,"A14",36.000000,"A32","A43",3595.000000,"A61","A75",4,"A93","A101",2,"A123",28.000000,"A143","A152",1,"A173","A191","A201",1
879,"A11",9.000000,"A32","A40",1422.000000,"A61","A72",3,"A93","A101",2,"A124",27.000000,"A143","A153",1,"A174","A192","A201",2
880,"A14",30.000000,"A34","A43",6742.000000,"A65","A74",2,"A93","A101",3,"A122",36.000000,"A143","A152",2,"A173","A191","A201",1
881,"A14",24.000000,"A32","A41",7814.000000,"A61","A74",3,"A93","A101",3,"A123",38.000000,"A143","A152",1,"A174","A192","A201",1
882,"A14",24.000000,"A32","A41",7883.750000,"A65","A73",2,"A91","A101",4,"A124",48.000000,"A143","A153",1,"A173","A192","A201",1
883,"A12",30.000000,"A34","A40",2181.000000,"A65","A75",4,"A93","A101",4,"A121",36.000000,"A143","A152",2,"A173","A191","A201",1
884,"A14",18.000000,"A34","A43",1098.000000,"A61","A71",4,"A92","A101",4,"A123",64.500000,"A143","A152",2,"A171","A191","A201",1
885,"A12",24.000000,"A32","A42",4057.000000,"A61","A74",3,"A91","A101",3,"A123",43.000000,"A143","A152",1,"A173","A192","A201",2
886,"A11",12.000000,"A32","A46",795.000000,"A61","A72",4,"A92","A101",4,"A122",53.000000,"A143","A152",1,"A173","A191","A201",2
887,"A12",24.000000,"A34","A49",2825.000000,"A65","A74",4,"A93","A101",3,"A124",34.000000,"A143","A152",2,"A173","A192","A201",1
888,"A12",42.000000,"A32","A49",7883.750000,"A61","A73",2,"A93","A101",2,"A123",23.000000,"A143","A152",1,"A173","A192","A201",2
889,"A14",36.000000,"A34","A40",6614.000000,"A61","A75",4,"A93","A101",4,"A123",34.000000,"A143","A152",2,"A174","A192","A201",1
890,"A14",28.000000,"A31","A41",7824.000000,"A65","A72",3,"A93","A103",4,"A121",40.000000,"A141","A151",2,"A173","A192","A201",1
891,"A11",27.000000,"A34","A49",2442.000000,"A61","A75",4,"A93","A101",4,"A123",43.000000,"A142","A152",4,"A174","A192","A201",1
892,"A14",15.000000,"A34","A43",1829.000000,"A61","A75",4,"A93","A101",4,"A123",46.000000,"A143","A152",2,"A173","A192","A201",1
893,"A11",12.000000,"A34","A40",2171.000000,"A61","A73",4,"A93","A101",4,"A122",38.000000,"A141","A152",2,"A172","A191","A202",1
894,"A12",36.000000,"A34","A41",5800.000000,"A61","A73",3,"A93","A101",4,"A123",34.000000,"A143","A152",2,"A173","A192","A201",1
895,"A14",18.000000,"A34","A43",1169.000000,"A65","A73",4,"A93","A101",3,"A122",29.000000,"A143","A152",2,"A173","A192","A201",1
896,"A14",36.000000,"A33","A41",7883.750000,"A65","A74",3,"A93","A101",2,"A123",31.000000,"A142","A152",1,"A174","A192","A201",1
897,"A11",21.000000,"A32","A43",2606.000000,"A61","A72",4,"A92","A101",4,"A122",28.000000,"A143","A151",1,"A174","A192","A201",1
898,"A14",12.000000,"A34","A42",1592.000000,"A64","A74",3,"A92","A101",2,"A122",35.000000,"A143","A152",1,"A173","A191","A202",1
899,"A14",15.000000,"A32","A42",2186.000000,"A65","A74",1,"A92","A101",4,"A121",33.000000,"A141","A151",1,"A172","A191","A201",1
900,"A11",18.000000,"A32","A42",4153.000000,"A61","A73",2,"A93","A102",3,"A123",42.000000,"A143","A152",1,"A173","A191","A201",2
901,"A11",16.000000,"A34","A40",2625.000000,"A61","A75",2,"A93","A103",4,"A122",43.000000,"A141","A151",1,"A173","A192","A201",2
902,"A14",20.000000,"A34","A40",3485.000000,"A65","A72",2,"A91","A101",4,"A121",44.000000,"A143","A152",2,"A173","A192","A201",1
903,"A14",36.000000,"A34","A41",7883.750000,"A65","A75",2,"A93","A101",4,"A124",42.000000,"A143","A153",2,"A173","A191","A201",1
904,"A14",15.000000,"A32","A43",1386.000000,"A65","A73",4,"A94","A101",2,"A121",40.000000,"A143","A151",1,"A173","A192","A201",1
905,"A14",24.000000,"A32","A43",1278.000000,"A61","A75",4,"A93","A101",1,"A121",36.000000,"A143","A152",1,"A174","A192","A201",1
906,"A11",12.000000,"A32","A43",1107.000000,"A61","A73",2,"A93","A101",2,"A121",20.000000,"A143","A151",1,"A174","A192","A201",1
907,"A11",21.000000,"A32","A40",3763.000000,"A65","A74",2,"A93","A102",2,"A121",24.000000,"A143","A152",1,"A172","A191","A202",1
908,"A12",36.000000,"A32","A46",3711.000000,"A65","A73",2,"A94","A101",2,"A123",27.000000,"A143","A152",1,"A173","A191","A201",1
909,"A14",15.000000,"A33","A41",3594.000000,"A61","A72",1,"A92","A101",2,"A122",46.000000,"A143","A152",2,"A172","A191","A201",1
910,"A12",9.000000,"A32","A40",3195.000000,"A65","A73",1,"A92","A101",2,"A121",33.000000,"A143","A152",1,"A172","A191","A201",1
911,"A14",36.000000,"A33","A43",4454.000000,"A61","A73",4,"A92","A101",4,"A121",34.000000,"A143","A152",2,"A173","A191","A201",1
912,"A12",24.000000,"A34","A42",4736.000000,"A61","A72",2,"A92","A101",4,"A123",25.000000,"A141","A152",1,"A172","A191","A201",2
913,"A12",30.000000,"A32","A43",2991.000000,"A65","A75",2,"A92","A101",4,"A123",25.000000,"A143","A152",1,"A173","A191","A201",1
914,"A14",11.000000,"A32","A49",2142.000000,"A64","A75",1,"A91","A101",2,"A121",28.000000,"A143","A152",1,"A173","A192","A201",1
915,"A11",24.000000,"A31","A49",3161.000000,"A61","A73",4,"A93","A101",2,"A122",31.000000,"A143","A151",1,"A173","A192","A201",2
916,"A12",42.000000,"A30","A410",7883.750000,"A61","A73",1,"A92","A101",2,"A122",32.000000,"A141","A152",1,"A174","A192","A202",2
917,"A14",10.000000,"A32","A41",2848.000000,"A62","A73",1,"A93","A102",2,"A121",32.000000,"A143","A152",1,"A173","A191","A201",1
918,"A11",6.000000,"A32","A40",7883.750000,"A61","A75",1,"A93","A101",4,"A124",64.500000,"A141","A152",1,"A174","A192","A201",2
919,"A11",24.000000,"A32","A42",2359.000000,"A62","A71",1,"A91","A101",1,"A122",33.000000,"A143","A152",1,"A173","A191","A201",2
920,"A11",24.000000,"A32","A42",3345.000000,"A61","A75",4,"A93","A101",2,"A122",39.000000,"A143","A151",1,"A174","A192","A201",2
921,"A14",18.000000,"A34","A42",1817.000000,"A61","A73",4,"A92","A101",2,"A124",28.000000,"A143","A152",2,"A173","A191","A201",1
922,"A14",42.000000,"A33","A43",7883.750000,"A63","A74",4,"A93","A101",1,"A123",37.000000,"A143","A152",1,"A174","A192","A201",1
923,"A11",9.000000,"A32","A43",1366.000000,"A61","A72",3,"A92","A101",4,"A122",22.000000,"A143","A151",1,"A173","A191","A201",2
924,"A12",12.000000,"A32","A40",2002.000000,"A61","A74",3,"A93","A101",4,"A122",30.000000,"A143","A151",1,"A173","A192","A201",1
925,"A11",24.000000,"A31","A42",6872.000000,"A61","A72",2,"A91","A101",1,"A122",55.000000,"A141","A152",1,"A173","A192","A201",2
926,"A11",12.000000,"A31","A40",697.000000,"A61","A72",4,"A93","A101",2,"A123",46.000000,"A141","A152",2,"A173","A192","A201",2
927,"A11",18.000000,"A34","A42",1049.000000,"A61","A72",4,"A92","A101",4,"A122",21.000000,"A143","A151",1,"A173","A191","A201",1
928,"A11",42.000000,"A32","A41",7883.750000,"A61","A74",4,"A93","A101",4,"A124",39.000000,"A142","A153",3,"A173","A192","A201",2
929,"A14",30.000000,"A32","A43",1867.000000,"A65","A75",4,"A93","A101",4,"A123",58.000000,"A143","A152",1,"A173","A192","A201",1
930,"A11",12.000000,"A33","A40",1344.000000,"A61","A73",4,"A93","A101",2,"A121",43.000000,"A143","A152",2,"A172","A191","A201",1
931,"A11",24.000000,"A32","A42",1747.000000,"A61","A72",4,"A93","A102",1,"A122",24.000000,"A143","A152",1,"A172","A191","A202",1
932,"A12",9.000000,"A32","A43",1670.000000,"A61","A72",4,"A92","A101",2,"A123",22.000000,"A143","A152",1,"A173","A192","A201",2
933,"A14",9.000000,"A34","A40",1224.000000,"A61","A73",3,"A93","A101",1,"A121",30.000000,"A143","A152",2,"A173","A191","A201",1
934,"A14",12.000000,"A34","A43",522.000000,"A63","A75",4,"A93","A101",4,"A122",42.000000,"A143","A152",2,"A173","A192","A201",1
935,"A11",12.000000,"A32","A43",1498.000000,"A61","A73",4,"A92","A101",1,"A123",23.000000,"A141","A152",1,"A173","A191","A201",1
936,"A12",30.000000,"A33","A43",1919.000000,"A62","A72",4,"A93","A101",3,"A124",30.000000,"A142","A152",2,"A174","A191","A201",2
937,"A13",9.000000,"A32","A43",745.000000,"A61","A73",3,"A92","A101",2,"A121",28.000000,"A143","A152",1,"A172","A191","A201",2
938,"A12",6.000000,"A32","A43",2063.000000,"A61","A72",4,"A94","A101",3,"A123",30.000000,"A143","A151",1,"A174","A192","A201",1
939,"A12",42.000000,"A32","A46",6288.000000,"A61","A73",4,"A93","A101",4,"A124",42.000000,"A143","A153",1,"A173","A191","A201",2
940,"A14",24.000000,"A34","A41",6842.000000,"A65","A73",2,"A93","A101",4,"A122",46.000000,"A143","A152",2,"A174","A192","A201",1
941,"A14",12.000000,"A32","A40",3527.000000,"A65","A72",2,"A93","A101",3,"A122",45.000000,"A143","A152",1,"A174","A192","A201",1
942,"A14",10.000000,"A32","A40",1546.000000,"A61","A73",3,"A93","A101",2,"A121",31.000000,"A143","A152",1,"A172","A191","A202",1
943,"A14",24.000000,"A32","A42",929.000000,"A65","A74",4,"A93","A101",2,"A123",31.000000,"A142","A152",1,"A173","A192","A201",1
944,"A14",4.000000,"A34","A40",1455.000000,"A61","A74",2,"A93","A101",1,"A121",42.000000,"A143","A152",3,"A172","A191","A201",1
945,"A11",15.000000,"A32","A42",1845.000000,"A61","A72",4,"A92","A103",1,"A122",46.000000,"A143","A151",1,"A173","A191","A201",1
946,"A12",42.000000,"A30","A40",7883.750000,"A63","A72",1,"A92","A101",1,"A123",30.000000,"A143","A152",2,"A173","A191","A201",1
947,"A11",24.000000,"A31","A42",3349.000000,"A63","A72",4,"A93","A101",4,"A124",30.000000,"A143","A153",1,"A173","A192","A201",2
948,"A14",12.000000,"A32","A40",2859.000000,"A65","A71",4,"A93","A101",4,"A124",38.000000,"A143","A152",1,"A174","A192","A201",1
949,"A14",18.000000,"A32","A42",1533.000000,"A61","A72",4,"A94","A102",1,"A122",43.000000,"A143","A152",1,"A172","A191","A201",2
950,"A14",24.000000,"A32","A43",3621.000000,"A62","A75",2,"A93","A101",4,"A123",31.000000,"A143","A152",2,"A173","A191","A201",2
951,"A12",18.000000,"A34","A49",3590.000000,"A61","A71",3,"A94","A101",3,"A123",40.000000,"A143","A152",3,"A171","A192","A201",1
952,"A11",36.000000,"A33","A49",2145.000000,"A61","A74",2,"A93","A101",1,"A123",24.000000,"A143","A152",2,"A173","A192","A201",2
953,"A12",24.000000,"A32","A41",4113.000000,"A63","A72",3,"A92","A101",4,"A123",28.000000,"A143","A151",1,"A173","A191","A201",2
954,"A14",36.000000,"A32","A42",7883.750000,"A61","A71",4,"A92","A101",2,"A123",26.000000,"A143","A152",2,"A174","A192","A201",2
955,"A11",12.000000,"A32","A40",1893.000000,"A61","A73",4,"A92","A103",4,"A122",29.000000,"A143","A152",1,"A173","A192","A201",1
956,"A11",24.000000,"A34","A43",1231.000000,"A64","A75",4,"A92","A101",4,"A122",57.000000,"A143","A151",2,"A174","A192","A201",1
957,"A13",30.000000,"A34","A43",3656.000000,"A65","A75",4,"A93","A101",4,"A122",49.000000,"A142","A152",2,"A172","A191","A201",1
958,"A12",9.000000,"A34","A43",1154.000000,"A61","A75",2,"A93","A101",4,"A121",37.000000,"A143","A152",3,"A172","A191","A201",1
959,"A11",28.000000,"A32","A40",4006.000000,"A61","A73",3,"A93","A101",2,"A123",45.000000,"A143","A152",1,"A172","A191","A201",2
960,"A12",24.000000,"A32","A42",3069.000000,"A62","A75",4,"A93","A101",4,"A124",30.000000,"A143","A153",1,"A173","A191","A201",1
961,"A14",6.000000,"A34","A43",1740.000000,"A61","A75",2,"A94","A101",2,"A121",30.000000,"A143","A151",2,"A173","A191","A201",1
962,"A12",21.000000,"A33","A40",2353.000000,"A61","A73",1,"A91","A101",4,"A122",47.000000,"A143","A152",2,"A173","A191","A201",1
963,"A14",15.000000,"A32","A40",3556.000000,"A65","A73",3,"A93","A101",2,"A124",29.000000,"A143","A152",1,"A173","A191","A201",1
964,"A14",24.000000,"A32","A43",2397.000000,"A63","A75",3,"A93","A101",2,"A123",35.000000,"A141","A152",2,"A173","A192","A201",2
