id,age,sex,region,income,married,children,car,save_act,current_act,mortgage,response
ID13775,42,F,RURAL,30952.3,YES,0,NO,NO,YES,YES,NO
ID13776,31,M,SUBURBAN,24598.5,NO,0,NO,YES,YES,NO,NO
ID13777,34,F,SUBURBAN,14091.2,NO,3,NO,YES,YES,NO,NO
ID13778,35,M,RURAL,30650.2,NO,2,NO,YES,YES,YES,YES
ID13779,43,M,SUBURBAN,16620.3,YES,0,NO,NO,YES,NO,NO
ID13780,48,M,TOWN,31812.6,YES,0,NO,YES,NO,YES,YES
ID13781,38,M,RURAL,28909.5,NO,0,YES,YES,YES,NO,NO
ID13782,42,F,RURAL,30952.3,YES,0,NO,NO,YES,YES,NO
ID13783,25,F,SUBURBAN,25616.6,NO,0,NO,NO,YES,YES,NO
ID13784,19,M,INNER_CITY,11210.9,YES,0,NO,YES,YES,YES,NO
ID13785,44,M,SUBURBAN,25401.3,YES,0,YES,NO,YES,YES,NO
ID13786,46,F,TOWN,20803.4,YES,0,YES,NO,YES,NO,NO
ID13787,48,F,INNER_CITY,17526.6,YES,0,NO,YES,NO,NO,YES
ID13788,46,M,RURAL,23205.8,YES,1,YES,YES,YES,NO,NO
ID13789,23,M,RURAL,18044.1,YES,0,NO,YES,NO,NO,YES
ID13790,34,F,INNER_CITY,19039.5,YES,1,YES,NO,YES,YES,NO
ID13791,21,M,TOWN,12409.6,YES,0,NO,YES,YES,YES,YES
ID13792,42,M,INNER_CITY,31832.4,YES,3,YES,NO,NO,NO,YES
ID13793,61,M,INNER_CITY,33173.4,NO,1,YES,NO,NO,NO,NO
ID13794,49,F,SUBURBAN,33218.3,YES,0,YES,NO,YES,YES,NO
ID13795,53,F,INNER_CITY,41635.6,NO,1,NO,YES,YES,NO,NO
ID13796,66,M,RURAL,53180.7,YES,1,YES,YES,NO,NO,NO
ID13797,26,F,INNER_CITY,18170.4,YES,0,YES,NO,YES,NO,NO
ID13798,22,F,SUBURBAN,12754.9,NO,0,YES,YES,YES,NO,NO
ID13799,39,M,INNER_CITY,29590.6,YES,2,NO,NO,NO,YES,YES
ID13800,41,F,TOWN,30533.3,NO,0,NO,YES,YES,NO,NO
ID13801,20,M,TOWN,10468.6,NO,3,YES,YES,YES,NO,YES
ID13802,46,F,TOWN,20803.4,YES,0,YES,NO,YES,NO,NO
ID13803,32,M,TOWN,26430.3,NO,0,NO,YES,YES,NO,NO
ID13804,48,M,TOWN,47362.7,NO,1,YES,YES,YES,NO,NO
ID13805,63,M,INNER_CITY,57329,NO,2,YES,YES,YES,NO,NO
ID13806,48,F,INNER_CITY,24003.5,YES,1,YES,YES,NO,YES,NO
ID13807,28,M,TOWN,22610.5,NO,0,NO,YES,YES,NO,NO
ID13808,28,M,TOWN,22610.5,NO,0,YES,YES,YES,NO,NO
ID13809,54,F,RURAL,55204.7,YES,2,NO,YES,YES,YES,NO
ID13810,63,F,INNER_CITY,65736.5,YES,1,YES,YES,YES,NO,NO
ID13811,39,M,RURAL,41127.9,YES,2,NO,YES,YES,NO,NO
ID13812,35,M,RURAL,25171.1,YES,0,YES,NO,NO,YES,NO
ID13813,50,M,TOWN,45070.1,NO,2,YES,YES,YES,YES,NO
ID13814,61,F,RURAL,62894,NO,2,NO,YES,YES,NO,NO
ID13815,31,F,TOWN,17573.9,YES,0,YES,YES,NO,NO,NO
ID13816,27,F,INNER_CITY,19974.3,NO,1,YES,NO,YES,YES,NO
ID13817,48,M,TOWN,47362.7,NO,1,YES,YES,YES,NO,NO
ID13818,63,M,SUBURBAN,57067.2,YES,2,YES,YES,NO,YES,NO
ID13819,29,M,INNER_CITY,16106.4,NO,0,YES,NO,YES,NO,NO
ID13820,22,M,INNER_CITY,12552.1,YES,1,YES,NO,YES,NO,YES
ID13821,49,F,SUBURBAN,33218.3,YES,0,YES,NO,YES,YES,NO
ID13822,64,F,SUBURBAN,27009.5,YES,0,YES,YES,NO,YES,YES
ID13823,28,M,TOWN,22610.5,NO,0,YES,YES,YES,NO,NO
ID13824,44,M,SUBURBAN,20578,YES,0,YES,YES,YES,YES,NO
ID13825,28,F,INNER_CITY,21184.7,YES,1,NO,YES,YES,NO,NO
ID13826,31,F,TOWN,15976.3,YES,0,YES,YES,NO,NO,NO
ID13827,54,F,RURAL,50186.1,YES,2,NO,YES,YES,YES,NO
ID13828,40,M,INNER_CITY,16398.8,NO,1,NO,YES,YES,NO,NO
ID13829,39,M,INNER_CITY,34852.3,YES,1,NO,YES,NO,YES,NO
ID13830,27,F,INNER_CITY,18158.5,NO,1,YES,NO,YES,YES,NO
ID13831,30,M,TOWN,24867.6,YES,0,YES,YES,NO,NO,YES
ID13832,49,F,SUBURBAN,30198.5,YES,0,YES,NO,YES,YES,NO
ID13833,23,F,INNER_CITY,18050,YES,0,YES,NO,YES,YES,NO
ID13834,35,M,RURAL,22882.9,YES,0,YES,NO,NO,YES,NO
ID13835,24,F,INNER_CITY,7756.3,NO,0,NO,NO,NO,NO,NO
ID13836,46,M,RURAL,21096.2,YES,1,YES,YES,YES,NO,NO
ID13837,27,F,INNER_CITY,18158.5,NO,1,YES,NO,YES,YES,NO
ID13838,35,F,TOWN,30799.5,YES,2,NO,NO,YES,NO,NO
ID13839,35,F,TOWN,20262.6,NO,0,NO,YES,NO,NO,NO
ID13840,53,F,INNER_CITY,24042,NO,1,NO,NO,YES,NO,NO
ID13841,29,F,RURAL,15237.6,YES,2,YES,NO,YES,NO,YES
ID13842,37,M,INNER_CITY,33886.4,NO,0,YES,YES,NO,NO,NO
ID13843,39,M,RURAL,37389,YES,2,NO,YES,YES,NO,NO
ID13844,43,M,RURAL,26106.7,NO,1,NO,NO,YES,NO,NO
ID13845,44,M,SUBURBAN,18707.3,YES,0,YES,YES,YES,YES,NO
ID13846,28,M,TOWN,20555,NO,0,NO,YES,YES,NO,NO
ID13847,58,F,SUBURBAN,25468.5,NO,0,YES,NO,NO,YES,NO
ID13848,47,M,SUBURBAN,36599,YES,3,YES,YES,YES,NO,NO
ID13849,44,F,INNER_CITY,38453.7,NO,2,NO,YES,YES,NO,NO
ID13850,67,F,SUBURBAN,47198.6,YES,2,NO,YES,YES,NO,NO
ID13851,57,F,RURAL,50849.2,NO,1,NO,YES,NO,YES,NO
ID13852,67,F,SUBURBAN,24858.4,YES,0,NO,NO,YES,YES,NO
ID13853,29,F,TOWN,13327.8,YES,0,NO,YES,NO,NO,YES
ID13854,41,F,SUBURBAN,21984,YES,1,YES,NO,NO,NO,NO
ID13855,32,F,INNER_CITY,22446.5,NO,1,NO,NO,YES,YES,NO
ID13856,48,F,INNER_CITY,16662.5,YES,1,NO,YES,YES,NO,NO
ID13857,61,M,INNER_CITY,30157.7,NO,1,YES,NO,NO,NO,NO
ID13858,40,M,TOWN,22197.1,NO,0,YES,NO,YES,NO,NO
ID13859,45,F,SUBURBAN,28864.9,YES,0,NO,YES,YES,NO,YES
ID13860,64,F,INNER_CITY,57444.5,NO,1,NO,YES,YES,NO,NO
ID13861,43,M,SUBURBAN,15109.4,YES,0,NO,NO,YES,NO,NO
ID13862,28,F,TOWN,25699.4,YES,2,YES,YES,NO,NO,NO
ID13863,35,M,RURAL,22882.9,YES,0,YES,NO,NO,YES,NO
ID13864,64,M,INNER_CITY,46587.9,NO,0,NO,YES,YES,NO,NO
ID13865,49,M,INNER_CITY,41438,NO,1,NO,YES,NO,NO,NO
ID13866,61,F,RURAL,57176.4,NO,2,NO,YES,YES,NO,NO
ID13867,43,F,RURAL,18565.8,YES,1,YES,YES,YES,YES,NO
ID13868,64,M,INNER_CITY,46587.9,NO,0,NO,YES,YES,NO,NO
ID13869,49,M,INNER_CITY,17944.2,NO,1,YES,YES,YES,YES,NO
ID13870,67,F,INNER_CITY,58092,NO,2,YES,YES,YES,NO,NO
ID13871,38,F,INNER_CITY,12163.9,YES,2,YES,NO,YES,NO,NO
ID13872,63,M,SUBURBAN,51879.3,YES,2,YES,YES,NO,YES,NO
ID13873,40,M,INNER_CITY,16398.8,NO,1,NO,YES,YES,NO,NO
ID13874,38,F,RURAL,34061.4,NO,0,YES,YES,YES,NO,NO
ID13875,61,M,INNER_CITY,30157.7,NO,1,YES,NO,NO,NO,NO
ID13876,62,M,TOWN,45342.5,YES,0,YES,YES,NO,NO,NO
ID13877,61,M,INNER_CITY,30157.7,NO,1,YES,NO,NO,NO,NO
ID13878,64,F,TOWN,58367.3,YES,1,YES,YES,YES,NO,NO
ID13879,64,M,INNER_CITY,46587.9,NO,0,NO,YES,YES,NO,NO
ID13880,27,M,INNER_CITY,20409.3,YES,2,NO,YES,NO,NO,NO
ID13881,19,M,INNER_CITY,10191.8,YES,0,NO,YES,YES,YES,NO
ID13882,54,F,RURAL,50186.1,YES,2,NO,YES,YES,YES,NO
ID13883,34,F,RURAL,19481.3,NO,0,NO,NO,YES,YES,NO
ID13884,33,M,TOWN,23528.4,YES,1,NO,YES,YES,YES,NO
ID13885,34,F,RURAL,19481.3,NO,0,NO,NO,YES,YES,NO
ID13886,34,F,INNER_CITY,17308.7,YES,1,NO,NO,YES,YES,NO
ID13887,35,M,RURAL,22882.9,YES,0,YES,NO,NO,YES,NO
ID13888,59,M,INNER_CITY,40949.9,NO,0,NO,YES,YES,NO,NO
ID13889,35,M,INNER_CITY,20754.3,NO,0,NO,NO,NO,YES,NO
ID13890,66,F,INNER_CITY,45189.8,YES,0,NO,YES,NO,NO,YES
ID13891,45,M,INNER_CITY,41107.2,YES,2,YES,YES,YES,NO,YES
ID13892,61,F,TOWN,30760.4,NO,2,YES,NO,YES,NO,NO
ID13893,49,F,SUBURBAN,30198.5,YES,0,YES,NO,YES,YES,NO
ID13894,35,F,TOWN,30799.5,YES,2,NO,NO,YES,NO,NO
ID13895,65,F,TOWN,42378.2,YES,1,NO,YES,YES,NO,NO
ID13896,53,F,INNER_CITY,32184.4,YES,2,YES,NO,NO,NO,NO
ID13897,58,F,SUBURBAN,25468.5,NO,0,YES,NO,NO,YES,NO
ID13898,58,F,SUBURBAN,25468.5,NO,0,YES,NO,NO,YES,NO
ID13899,27,F,INNER_CITY,18158.5,NO,1,YES,NO,YES,YES,NO
ID13900,67,F,RURAL,57398.1,NO,3,NO,YES,YES,NO,NO
ID13901,63,F,INNER_CITY,59805.6,YES,1,YES,YES,YES,NO,NO
ID13902,59,F,INNER_CITY,23175,YES,0,NO,NO,NO,YES,NO
ID13903,19,M,SUBURBAN,17986.8,YES,0,NO,NO,YES,YES,NO
ID13904,28,F,TOWN,25699.4,YES,2,YES,YES,NO,NO,NO
ID13905,41,F,TOWN,27757.6,NO,0,NO,YES,YES,NO,NO
ID13906,53,F,INNER_CITY,24042,NO,1,NO,NO,YES,NO,NO
ID13907,38,M,TOWN,33302.8,NO,0,YES,NO,YES,YES,NO
ID13908,58,F,SUBURBAN,25468.5,NO,0,NO,NO,NO,YES,NO
ID13909,32,F,TOWN,13267.6,YES,0,YES,YES,YES,YES,YES
ID13910,38,M,TOWN,24424.3,YES,0,NO,YES,YES,YES,YES
ID13911,40,M,INNER_CITY,36166.2,YES,0,NO,NO,NO,NO,YES
ID13912,60,M,INNER_CITY,29714.4,YES,0,YES,NO,YES,YES,NO
ID13913,46,F,TOWN,17149.2,NO,1,YES,YES,YES,NO,NO
ID13914,41,F,SUBURBAN,21984,YES,1,YES,NO,NO,NO,NO
ID13915,34,F,INNER_CITY,17308.7,YES,1,YES,NO,YES,YES,NO
ID13916,67,F,RURAL,57398.1,NO,3,NO,YES,YES,NO,NO
ID13917,47,M,INNER_CITY,44658.6,NO,2,YES,YES,YES,NO,NO
ID13918,66,M,RURAL,48346.1,YES,1,YES,YES,NO,NO,NO
ID13919,33,M,TOWN,23528.4,YES,1,NO,YES,YES,YES,NO
ID13920,52,F,INNER_CITY,22792.3,YES,1,YES,YES,NO,NO,NO
ID13921,34,F,SUBURBAN,12810.2,NO,3,NO,YES,YES,NO,NO
ID13922,29,M,INNER_CITY,14642.2,NO,0,YES,NO,YES,NO,NO
ID13923,63,M,INNER_CITY,52117.3,NO,2,YES,YES,YES,NO,NO
ID13924,49,M,INNER_CITY,17944.2,NO,1,YES,YES,YES,YES,NO
ID13925,36,F,INNER_CITY,27642.9,NO,1,YES,NO,NO,NO,NO
ID13926,24,M,INNER_CITY,21268.4,YES,0,NO,NO,YES,YES,NO
ID13927,35,M,INNER_CITY,16479.5,YES,0,YES,NO,NO,YES,NO
ID13928,35,M,INNER_CITY,20754.3,NO,0,NO,NO,NO,YES,NO
ID13929,19,F,INNER_CITY,8162.4,YES,1,YES,YES,YES,YES,YES
ID13930,53,F,INNER_CITY,32184.4,YES,2,YES,NO,NO,NO,NO
ID13931,49,M,INNER_CITY,17944.2,NO,1,YES,YES,YES,YES,NO
ID13932,32,F,INNER_CITY,22446.5,NO,1,NO,NO,YES,YES,NO
ID13933,24,F,INNER_CITY,7756.3,NO,0,NO,NO,NO,NO,NO
ID13934,23,F,RURAL,11215.3,YES,2,YES,YES,YES,NO,NO
ID13935,43,F,INNER_CITY,19326.9,YES,1,NO,NO,YES,NO,NO
ID13936,48,M,INNER_CITY,34182.2,YES,2,NO,YES,YES,NO,NO
ID13937,46,M,RURAL,21096.2,YES,1,YES,YES,YES,NO,NO
ID13938,44,M,INNER_CITY,38459.9,YES,0,NO,NO,NO,YES,NO
ID13939,63,M,SUBURBAN,51879.3,YES,2,YES,YES,NO,YES,NO
ID13940,30,M,RURAL,11536.2,YES,2,NO,NO,YES,YES,YES
ID13941,47,M,INNER_CITY,44658.6,NO,2,YES,YES,YES,NO,NO
ID13942,48,F,INNER_CITY,21821.4,YES,1,YES,YES,NO,YES,NO
ID13943,36,M,SUBURBAN,28495.1,YES,0,NO,YES,YES,NO,YES
ID13944,26,F,INNER_CITY,16518.6,YES,0,YES,NO,YES,NO,NO
ID13945,44,M,TOWN,26688.1,YES,1,NO,YES,NO,YES,NO
ID13946,38,M,RURAL,26281.4,NO,0,YES,YES,YES,NO,NO
ID13947,65,M,INNER_CITY,38080.9,YES,1,YES,YES,NO,YES,YES
ID13948,66,F,RURAL,52769.9,YES,3,YES,YES,YES,NO,NO
ID13949,53,F,INNER_CITY,32184.4,YES,2,YES,NO,NO,NO,NO
ID13950,44,M,SUBURBAN,23092.1,YES,0,YES,NO,YES,YES,NO
ID13951,42,F,RURAL,28138.5,YES,0,NO,NO,YES,YES,NO
