StockCode,InvoiceNo
"20724",539049
"20724",567822
"20724",567333
"20724",562710
"20724",560504
"20724",537955
"20724",558330
"20724",551182
"20724",550968
"20724",546261
"20724",580160
"20724",551345
"20724",573901
"20724",550359
"20724",570851
"20724",548749
"20724",567656
"20724",551440
"20724",570514
"20724",548859
"20724",566566
"20724",577050
"20724",542275
"20724",573326
"20724",571098
"20724",538901
"20724",547100
"20724",546922
"20724",565901
"20724",562519
"20724",577057
"20724",551250
"20724",572552
"20724",564650
"20724",540957
"20724",569409
"20724",549953
"20724",539408
"20724",540561
"20724",561025
"20724",580136
"20724",570818
"20724",563691
"20724",550408
"20724",558696
"20724",564356
"20724",559807
"20724",559549
"20724",566035
"20724",548011
"20724",572669
"20724",549690
"20724",580982
"20724",536769
"20724",545014
"20724",581122
"20724",546899
"20724",561085
"20724",567341
"20724",564635
"20724",546466
"20724",537126
"20724",580500
"20724",562102
"20724",554015
"20724",564174
"20724",560718
"20724",578678
"20724",571442
"20724",563745
"20724",567280
"20724",554939
"20724",554658
"20724",545979
"20724",581334
"20724",579116
"20724",576381
"20724",566193
"20724",579527
"20724",548492
"20724",568712
"20724",556740
"20724",562448
"20724",563944
"20724",559134
"20724",561808
"20724",551696
"20724",571913
"20724",559028
"20724",552560
"20724",563211
"20724",577951
"20724",562888
"20724",551258
"20724",580536
"20724",562779
"20724",575068
"20724",576339
"20724",558262
"20724",568712
"20724",579432
"20724",559011
"20724",560025
"20724",549522
"20724",544311
"20724",570088
"20724",580673
"20724",564436
"20724",544293
"20724",553572
"20724",578270
"20724",570442
"20724",537648
"20724",541206
"20724",558232
"20724",571441
"20724",561029
"20724",579522
"20724",548728
"20724",540350
"20724",569653
"20724",557514
"20724",551658
"20724",562099
"20724",561806
"20724",553833
"20724",568675
"20724",550006
"20724",562789
"20724",543400
"20724",538354
"20724",561867
"20724",552259
"20724",554160
"20724",576890
"20724",549667
"20724",545288
"20724",538167
"20724",579131
"20724",547537
"20724",537354
"20724",577856
"20724",542620
"20724",556731
"20724",547114
"20724",552883
"20724",580879
"20724",560368
"20724",568882
"20724",549192
"20724",568662
"20724",574684
"20724",552259
"20724",541216
"20724",539587
"20724",545591
"20724",551293
"20724",547713
"20724",563538
"20724",569900
"20724",554071
"20724",575845
"20724",552010
"20724",567898
"20724",571965
"20724",556461
"20724",576078
"20724",571129
"20724",578121
"20724",567095
"20724",558687
"20724",581218
"20724",577235
"20724",573576
"20724",557006
"20724",577778
"20724",558073
"20724",550957
"20724",547373
"20724",538951
"20724",566048
"20724",552325
"20725",562348
"20725",572664
"20725",563951
"20725",573138
"20725",551524
"20725",566694
"20725",560025
"20725",541239
"20725",576447
"20725",556732
"20725",578805
"20725",569590
"20725",567972
"20725",554009
"20725",559903
"20725",579843
"20725",543828
"20725",552028
"20725",564356
"20725",580673
"20725",552185
"20725",558879
"20725",573143
"20725",545023
"20725",575668
"20725",546910
"20725",548984
"20725",561773
"20725",547066
"20725",573338
"20725",578485
"20725",552170
"20725",551811
"20725",556021
"20725",546372
"20725",566425
"20725",539034
"20725",561906
"20725",571555
"20725",552320
"20725",575745
"20725",562944
"20725",562340
"20725",564542
"20725",575219
"20725",565318
"20725",575199
"20725",556058
"20725",574920
"20725",581410
"20725",578696
"20725",564635
"20725",537683
"20725",551982
"20725",542274
"20725",565432
"20725",554770
"20725",562615
"20725",540176
"20725",570167
"20725",554347
"20725",569731
"20725",577744
"20725",563429
"20725",579545
"20725",552456
"20725",574890
"20725",539049
"20725",549732
"20725",556630
"20725",550199
"20725",544657
"20725",566627
"20725",546786
"20725",563034
"20725",574284
"20725",547100
"20725",556913
"20725",543977
"20725",562282
"20725",579062
"20725",559171
"20725",566193
"20725",569900
"20725",557764
"20725",558630
"20725",565805
"20725",559907
"20725",549953
"20725",559510
"20725",569110
"20725",558481
"20725",552547
"20725",538783
"20725",564849
"20725",550297
"20725",559791
"20725",556079
"20725",550968
"20725",564359
"20725",580734
"20725",580320
"20725",563837
"20725",551194
"20725",553206
"20725",569491
"20725",567307
"20725",581412
"20725",561473
"20725",549044
"20725",546305
"20725",573361
"20725",574680
"20725",550957
"20725",555836
"20725",547987
"20725",560716
"20725",578262
"20725",560732
"20725",546622
"20725",564572
"20725",551193
"20725",539570
"20725",568712
"20725",556910
"20725",563686
"20725",547687
"20725",562680
"20725",553933
"20725",563912
"20725",556041
"20725",558919
"20725",542233
"20725",558888
"20725",571235
"20725",548511
"20725",544293
"20725",567153
"20725",581400
"20725",559654
"20725",575087
"20725",541206
"20725",561113
"20725",579011
"20725",561897
"20725",562932
"20725",552239
"20725",545035
"20725",550662
"20725",560412
"20725",566290
"20725",536412
"20725",569027
"20725",572669
"20725",539181
"20725",557122
"20725",552811
"20725",567280
"20725",562219
"20725",571203
"20725",561087
"20725",562878
"20725",555015
"20725",547647
"20725",549099
"20725",562980
"20725",558262
"20725",580318
"20725",549115
"20725",563076
"20725",578814
"20725",560580
"20725",543555
"20725",541575
"20725",557263
"20725",558535
"20725",555091
"20725",554827
"20725",565388
"20725",543474
"20725",551558
"20725",544479
"20725",563556
"20725",560445
"20725",561471
"20725",544940
"20725",572035
"20725",550637
"20725",548617
"20725",574056
"20725",562621
"20725",541504
"20725",554118
"20725",580735
"20725",556184
"20725",569383
"20725",554712
"20725",578757
"20725",562381
"20725",550712
"20725",577479
"20725",548510
"20725",575725
"20725",557956
"20725",557956
"20725",575705
"20725",552883
"20725",542777
"20725",581188
"20725",559133
"20725",565803
"20725",555949
"20725",579196
"20725",569246
"20725",548521
"20725",559364
"20725",560250
"20725",557625
"20725",558195
"20725",542219
"20725",580140
"20725",556876
"20725",580669
"20725",577303
"20725",565117
"20725",580872
"20725",565475
"20725",562276
"20725",567821
"20725",550130
"20725",579673
"20725",573873
"20725",568703
"20725",560394
"20725",555545
"20725",554157
"20725",538662
"20725",570420
"20725",560571
"20725",572294
"20725",555566
"20725",575607
"20725",545461
"20725",574069
"20725",550997
"20725",552108
"20725",558558
"20725",561085
"20725",563698
"20725",541220
"20725",564167
"20725",555560
"20725",555560
"20725",573496
"20725",554157
"20725",552839
"20725",565738
"20725",544051
"20725",537354
"20725",567373
"20725",566912
"20725",537864
"20725",550468
"20725",542243
"20725",571737
"20725",547667
"20725",559794
"20725",554113
"20725",556042
"20725",565475
"20725",544942
"20725",562099
"20725",536378
"20725",563538
"20725",566085
"20725",559814
"20725",565760
"20725",577728
"20725",556905
"20725",542626
"20725",548198
"20725",543367
"20725",542914
"20725",553151
"20725",566194
"20725",563533
"20725",576665
"20725",541684
"20725",564372
"20725",546003
"20725",569568
"20725",546003
"20725",553050
"20725",564733
"20725",547019
"20725",556731
"20725",541698
"20725",552852
"20725",575706
"20725",573184
"20725",546215
"20725",567296
"20725",579708
"20725",550408
"20725",542922
"20725",568346
"20725",565201
"20725",557615
"20725",552010
"20725",577800
"20725",558813
"20725",551658
"20725",569653
"20725",548737
"20725",562444
"20725",553048
"20725",562968
"20725",564141
"20725",564733
"20725",576339
"20725",538093
"20725",536974
"20725",566873
"20725",568197
"20725",557006
"20725",575068
"20725",565141
"20725",565366
"20725",570818
"20725",549982
"20725",555810
"20725",567375
"20725",565141
"20725",579559
"20725",569893
"20725",580727
"20725",565207
"20725",572552
"20725",570088
"20725",563211
"20725",567183
"20725",568662
"20725",567095
"20725",560997
"20725",570667
"20725",552874
"20725",573269
"20725",545545
"20725",557055
"20725",556056
"20725",561006
"20725",545288
"20725",560211
"20725",562102
"20725",552769
"20725",556056
"20725",579516
"20725",549690
"20725",549932
"20725",554325
"20725",579516
"20725",544203
"20725",577050
"20725",551440
"20725",553390
"20725",580833
"20725",578270
"20725",544398
"20725",581218
"20725",540275
"20725",581167
"20725",573576
"20725",560892
"20725",549667
"20725",562984
"20725",562984
"20725",571240
"20725",549522
"20725",556816
"20725",567191
"20725",576941
"20725",570841
"20725",552038
"20725",547722
"20725",564139
"20725",559422
"20725",553156
"20725",548497
"20725",576245
"20725",553843
"20725",541138
"20725",540562
"20725",561584
"20725",551436
"20725",553842
"20725",555855
"20725",573496
"20725",570488
"20725",565579
"20725",552325
"20725",541120
"20725",577856
"20725",565854
"20725",538255
"20725",563036
"20725",561070
"20725",563931
"20725",540957
"20725",571562
"20725",558067
"20725",561867
"20725",541293
"20725",552013
"20725",537955
"20725",565766
"20725",553739
"20725",555815
"20725",537955
"20725",576179
"20725",566085
"20725",569630
"20725",540268
"20725",577749
"20725",580317
"20725",552465
"20725",557503
"20725",552465
"20725",558077
"20725",580103
"20725",548706
"20725",553214
"20725",540999
"20725",572871
"20725",566722
"20725",544191
"20725",548492
"20725",574898
"20725",575140
"20725",569528
"20725",548337
"20725",543486
"20725",537889
"20725",548740
"20725",557801
"20725",566087
"20725",546522
"20725",540015
"20725",558235
"20725",552039
"20725",557064
"20725",573070
"20725",563031
"20725",574328
"20725",558461
"20725",569037
"20725",559887
"20725",572746
"20725",547209
"20725",555260
"20725",566605
"20725",570650
"20725",564199
"20725",559168
"20725",563558
"20725",554598
"20725",549294
"20725",540372
"20725",547649
"20725",560504
"20725",577105
"20725",570209
"20725",565995
"20725",559095
"20725",564729
"20725",573347
"20725",566018
"20725",572192
"20725",548612
"20725",574629
"20725",560125
"20725",563621
"20725",553351
"20725",563543
"20725",550773
"20725",537047
"20725",566123
"20725",555746
"20725",557210
"20725",553229
"20725",558085
"20725",552273
"20725",581583
"20725",553209
"20725",536577
"20725",566171
"20725",548186
"20725",580632
"20725",543507
"20725",549543
"20725",568046
"20725",547041
"20725",570886
"20725",562158
"20725",536769
"20725",556890
"20725",579986
"20725",562093
"20725",567960
"20725",546528
"20725",545993
"20725",576374
"20725",562720
"20725",563567
"20725",545591
"20725",561861
"20725",574684
"20725",545030
"20725",569469
"20725",553189
"20725",554943
"20725",570514
"20725",565901
"20725",559120
"20725",566729
"20725",538417
"20725",558902
"20725",544177
"20725",550157
"20725",555857
"20725",571284
"20725",579162
"20725",550457
"20725",580759
"20725",565751
"20725",562722
"20725",544393
"20725",543468
"20725",557897
"20725",541552
"20725",568876
"20725",560688
"20725",549681
"20725",576860
"20725",558562
"20725",547832
"20725",548407
"20726",554157
"20726",560025
"20726",563169
"20726",565442
"20726",551345
"20726",564199
"20726",581188
"20726",564079
"20726",574069
"20726",559120
"20726",554579
"20726",576339
"20726",544445
"20726",543828
"20726",578270
"20726",577856
"20726",555344
"20726",562161
"20726",554080
"20726",562680
"20726",579440
"20726",563096
"20726",548521
"20726",570488
"20726",549014
"20726",560188
"20726",544945
"20726",569037
"20726",551436
"20726",546372
"20726",565803
"20726",564965
"20726",538093
"20726",537047
"20726",543447
"20726",559095
"20726",548497
"20726",562560
"20726",579062
"20726",564052
"20726",562932
"20726",539247
"20726",570088
"20726",559549
"20726",573269
"20726",536974
"20726",565579
"20726",580833
"20726",559364
"20726",560211
"20726",557055
"20726",555855
"20726",555815
"20726",555096
"20726",552333
"20726",575668
"20726",559171
"20726",558535
"20726",554365
"20726",566290
"20726",560571
"20726",562519
"20726",550157
"20726",551529
"20726",548735
"20726",573264
"20726",551983
"20726",563538
"20726",558876
"20726",559887
"20726",546172
"20726",560412
"20726",571556
"20726",569488
"20726",554997
"20726",552735
"20726",553842
"20726",557625
"20726",563211
"20726",551250
"20726",553057
"20726",549294
"20726",570209
"20726",564849
"20726",551517
"20726",558888
"20726",574252
"20726",581474
"20726",561889
"20726",570224
"20726",548870
"20726",543474
"20726",540562
"20726",561295
"20726",550957
"20726",551440
"20726",541886
"20726",552286
"20726",545545
"20726",575199
"20726",563360
"20726",569469
"20726",571656
"20726",565388
"20726",540023
"20726",554827
"20726",546427
"20726",551982
"20726",550637
"20726",544466
"20726",560688
"20726",539731
"20726",557604
"20726",567095
"20726",538662
"20726",542233
"20726",543652
"20726",556876
"20726",564742
"20726",574056
"20726",580048
"20726",547209
"20726",569562
"20726",561894
"20726",569900
"20726",563558
"20726",545079
"20726",567183
"20726",572746
"20726",571284
"20726",562269
"20726",565432
"20726",564356
"20726",548011
"20726",542626
"20726",550994
"20726",571240
"20726",562095
"20726",580126
"20726",557069
"20726",578817
"20726",542216
"20726",578262
"20726",560997
"20726",540350
"20726",562158
"20726",552829
"20726",549115
"20726",574629
"20726",562621
"20726",544393
"20726",558532
"20726",568651
"20726",555260
"20726",554648
"20726",562146
"20726",553686
"20726",552013
"20726",567126
"20726",563723
"20726",562102
"20726",537354
"20726",546528
"20726",537889
"20726",561113
"20726",551721
"20726",564158
"20726",551194
"20726",551558
"20726",563076
"20726",549720
"20726",581131
"20726",559791
"20726",548984
"20726",540015
"20726",554105
"20726",558067
"20726",562593
"20726",555199
"20726",552853
"20726",571562
"20726",548792
"20726",579196
"20726",552010
"20726",557956
"20726",553206
"20726",570116
"20726",556441
"20726",567472
"20726",550320
"20726",561906
"20726",545979
"20726",566296
"20726",548612
"20726",556905
"20726",552315
"20726",563533
"20726",545988
"20726",574629
"20726",546261
"20726",580872
"20726",558262
"20726",558562
"20726",579673
"20726",579673
"20726",565224
"20726",548407
"20726",554157
"20726",561085
"20726",569491
"20726",579516
"20726",555946
"20726",541698
"20726",552365
"20726",563912
"20726",564167
"20726",571712
"20726",575137
"20726",566694
"20726",567656
"20726",540372
"20726",552883
"20726",560368
"20726",541518
"20726",558558
"20726",580669
"20726",580673
"20726",562680
"20726",557263
"20726",552852
"20726",573361
"20726",560368
"20726",565649
"20726",546215
"20726",545999
"20726",563037
"20726",552039
"20726",567153
"20726",555937
"20726",564141
"20726",556021
"20726",550178
"20726",548367
"20726",538951
"20726",552028
"20726",541794
"20726",564359
"20726",563183
"20726",551811
"20726",548198
"20726",567296
"20726",566625
"20726",558558
"20726",547652
"20726",566605
"20726",557602
"20726",567890
"20726",570650
"20726",543900
"20726",572664
"20726",560732
"20726",550408
"20726",573184
"20726",564557
"20726",557615
"20726",575647
"20726",540268
"20726",550997
"20726",557064
"20726",568060
"20726",565318
"20726",544404
"20726",573891
"20726",561025
"20726",560504
"20726",558813
"20726",577749
"20726",551658
"20726",569383
"20726",557764
"20726",574328
"20726",567280
"20726",544777
"20726",556042
"20726",573070
"20726",565141
"20726",546479
"20726",565141
"20726",565854
"20726",562444
"20726",565141
"20726",553048
"20726",544203
"20726",581412
"20726",546107
"20726",573138
"20726",554939
"20726",561877
"20726",561029
"20726",547100
"20726",552769
"20726",540275
"20726",547571
"20726",564139
"20726",556484
"20726",574898
"20726",569893
"20726",561006
"20726",553046
"20726",560892
"20726",578510
"20726",548737
"20726",558461
